p24_current,depletion_group,n_unweighted,weight_sum,p25_healthy,p25_current_strained,p25_payment_failure
1,0,2131,2059.5784000000003,0.9272592390753369,0.03244095976147351,0.040299801163189514
1,1,977,967.7451000000001,0.8123849968343937,0.10477790070959801,0.08283710245600831
1,2+,755,795.6451,0.529700113781886,0.25391396239353453,0.2163859238245796
0,0,75,72.01409999999998,0.6714865561049852,0.13521102117501993,0.19330242271999518
0,1,133,153.98879999999997,0.44426867408538806,0.10745261993080017,0.44827870598381186
0,2+,348,370.0295,0.2187782325463241,0.24911986747002604,0.53210189998365
